slug	name	country	first	last	complete
speciala_cirkulero_speccirk	Speciala Cirkulero (SpecCirk)	Germanio	1969	1999	no
spiritismainformilosei	S.E.I. Spiritisma Esperanto-Informilo.	Brazilo	1981	2009	no
sprono	Sprono	Japanio	1932	1932	no
starto	Starto	Ĉeĥio	1968	2009	no
sud_rejna_kuriero	Sud-Rejna Kuriero	Francio	2001	2006	no
suda_stelo	Suda Stelo	Brazilo	1947	1997	no
sudfranciastelo	Sudfranca Stelo / SudFrancia Stelo	Francio			no
sulko	Sulko	Hispanio	1981	1988	no
suplemento_al_paco	Suplemento al «Paco»	Francio	1973	1974	no
sur_posteno	Sur Posteno	Nederlando	1933	1938	no
survoje	Survoje	Rusio	1988	1993	no
svisa_esperanto_revuo_ser	Svisa Esperanto-Revuo (SER)	Svislando	1980	1997	no
svisa_esperanto_societo_informas_ses_informas	Svisa Esperanto-Societo Informas (SES-Informas)	Svislando	1990	2004	no
svisaespero	Svisa Espero	Svislando	1941	1941	no
tagigho_brazilo	Tagiĝo (Brazilo)	Brazilo	1976	1994	no
take	TAKE	Francio			no
tamenplu	Tamen plu	Aŭstralio	1982		no
tamtamo	Tamtamo	Grekio	1959	1990	no
teabulteno	TEA Bulteno	Italio	1998	1999	no
tefloro_chinio	Tefloro (Ĉinio)	Ĉinio			no
tejo_aktuale	TEJO Aktuale	Pollando			no
tejotutmonde	TEJO tutmonde	Kanado	1982	2010	no
teku	TerminaraKuriero (TEKU)	Germanio	1970	2007	no
teleskopo	Teleskopo	Brazilo	2009	2012	no
telopeo	Telopeo	Aŭstralio	1970	2009	no
tempo	Tempo	Kroatio	1980	2009	yes
terminoteko	Terminoteko	Germanio	1991	1997	no
the_esperanto_monthly	The Esperanto Monthly	Britio	1913	1919	no
the_worker_esperantist	The Worker Esperantist / La Verda Proleto	Britio	1933	1993	no
theaustralianesperantist	The Australian esperantist	Aŭstralio	1908	1992	no
theesperantist1903	The Esperantist	Britio	1903	1905	no
tjo_bulteno	T.J.O.-Bulteno	Belgio	1946	1948	no
tra_la_mondo_herzberg	Tra La Mondo (Herzberg)	Germanio			no
tra_la_mondo_ilustrata	Tra la Mondo (Ilustrata)	Francio	1905	1909	no
tra_la_mondo_kaj_literaturo	Tra la mondo kaj literaturo	Pollando	1950	1953	no
trampo	Trampo	Pollando	1999	2002	no
transalpa_esperantisto	Transalpa Esperantisto	Svislando	1981	1988	no
trefo	TREFO	Francio	1999	2003	no
trilanda_kuriero	Trilanda Kuriero	Germanio	1981	1987	no
tuluza_stelo	Tuluza Stelo	Francio	1944	1946	no
turanghia_luko	Turanĝia Luko	Francio			no
turka_stelo	Turka Stelo	Turkio			no
tutmondaespero	Tutmonda Espero	Hispanio	1908	1914	no
tutmondaj_sciencoj_kaj_teknikoj	Tutmondaj Sciencoj kaj Teknikoj	Ĉinio	1985	1998	no
tutmondo_esperanta	Tutmondo Esperanta	Germanio	1933	1933	no
uabo	UABO	Svedio	1938	1939	no
ukraniastelo	Ukraina Stelo	Ukrainio	1913	1923	no
umujo	Umujo	Francio			yes
un_kaj_ni	UN kaj Ni	Belgio	1976	1988	no
unesco_kuriero	UNESCO-Kuriero	Ĉinio	1964		no
universala_lingvo	Universala Lingvo	Hispanio	1989	1989	no
universalainternacia_lingvo_valencio	Universala/Internacia Lingvo (Valencio)	Hispanio	1989	1989	no
universalajhurnalo	Universala ĵurnalo	Rusio	1910	1911	no
update_ghisdate	Update Ĝisdate	Britio			no
ushe_ehho	UŜE-Eĥo	Rumanio	1931	1937	no
usona_esperantisto	Usona Esperantisto	Usono	1962	2009	no
usona_revuo	Usona Revuo	Meksiko	1949	1950	no
valencialuno	Valencia Luno	Hispanio	1968	2007	no
varma_espero	Varma Espero	Ĉinio			no
vegetara_revuo	Vegetara Revuo	Danio	1947	1950	no
vegetarano	Vegetarano	Italio	1914	1983	no
vego	VEGO	Britio	1993	1994	no
vekigho	Vekiĝo!	Francio	1912	1913	no
vekilo	Vekilo	Finnlando			no
veko_sudakruco	VEKO (Suda Kruco)	Nederlando	1952	1989	no
venezuelastelo	Venezuela stelo	Venezuelo	1973	2009	no
vento	Vento (Andaluzio)	Hispanio	2018	Nuntempe	no
verda_informilo	Verda Informilo	Germanio	2002	2007	no
verda_lumo	Verda Lumo	Usono	1981	2001	no
verda_monteto	Verda Monteto	Japanio	1939	1940	no
verda_spiko	Verda Spiko	Ĉinio			no
verda_stelo_niigata	Verda Stelo Niigata	Japanio	2004	2008	no
verda_vocho_de_doksy	Verda Voĉo de Doksy	Ĉeĥio	1946	1956	no
verdaelefanto	Verda Elefanto	Tajlandio			no
verdaj_folioj	Verdaj Folioj	Usono	2004	2006	no
verdaj_saksofono_kaj_triskelo	Verdaj Saksofono kaj Triskelo	Francio	2005	2006	no
verdalupeofenikso	La Verda Lupeo / Fenikso	Germanio	1962		no
verdamesagho	Verda mesaĝo el Vjetnamio	Vjetnamio	1996	1998	no
verdamondo	Verda Mondo	Japanio	1925	1935	no
verdastelo_germanio	Verda Stelo (Germanio)	Germanio	1926	1929	no
verdautopio	Verda Utopio	Japanio	1920	1925	no
verdire	Verdire	Belgio	1991	1995	no
vertikale	Vertikale	Belgio	1992	2006	no
vesperto	Vesperto	Hungario	1992	2005	no
vibro_kaj_vivo	Vibro kaj Vivo	Brazilo			no
vilagesnyelv	Világ és Nyelv / Mondo kaj Lingvo	Hungario	1976	1987	no
virina_bulteno	Virina Bulteno	Svislando	1911	1912	no
vjetnamio	Vjetnamio	Vjetnamio	1990	1994	no
vjetnamio_antauenmarshas	Vjetnamio antaŭenmarŝas	Vjetnamio	1959	1963	no
voce_del_centro_esperantista_piceno	Voce del Centro Esperantista Piceno	Italio	1962	2009	no
vocho_de_amikejo	Voĉo de Amikejo	Belgio			no
vocho_de_farmaciistoj	Voĉo de Farmaciistoj	Pollando	1909	1910	no
vocho_de_islando	Voĉo de Islando	Islando	1949	1960	no
vocho_de_kuracistoj	Voĉo de Kuracistoj	Ukrainio	1908	1908	no
vochoelindonezio	Voĉo el Indonezio	Indonesio	1953	1960	no
vochoj_el_oriento	Voĉoj el Oriento	Ĉinio	1938	1940	no
voko	Voko	Aŭstrio		1988	no
yes_sidiju_kaj_taipu	Yes! Sidiju kaj taipu!	Francio	1994	1999	no
zagrebaesperantisto	Zagreba esperantisto	Kroatio	2007	2008	no
zajn	Zajn'	Svedio			no
zodiako	Zodiako	Hispanio	1978	1978	yes
